NACE2,HS4,weight
24.20,7305,0.0764
24.31,7222,0.3225
24.31,7216,0.1776
24.31,7215,0.1535
24.31,7228,0.3464
24.32,7226,0.2988
24.32,7211,0.1471
24.32,7220,0.3397
24.32,7212,0.2144
24.33,7308,0.5261
24.33,7222,0.3056
24.33,7216,0.1683
24.34,7223,0.256
24.34,7229,0.1148
24.34,7217,0.6292
24.41,7107,0.0052
24.41,7106,0.0691
24.41,7110,0.0807
24.41,7108,0.7543
24.41,7115,0.0894
24.41,7111,0.0011
24.41,7109,0.0004
24.42,7608,0.0101
24.42,7609,0.0081
24.42,7601,0.1558
24.42,7603,0.0054
24.42,2818,0.0962
24.42,7604,0.0946
24.42,7605,0.0435
24.42,7606,0.504
24.42,7607,0.0822
24.43,8001,0.0204
24.43,7901,0.4079
24.43,7903,0.0046
24.43,7905,0.3176
24.43,7804,0.0321
24.43,8003,0.0163
24.43,7801,0.1983
24.43,7904,0.0028
24.44,7402,0.0027
24.44,7408,0.4105
24.44,7410,0.0109
24.44,7407,0.2222
24.44,7403,0.1337
24.44,7411,0.0349
24.44,7409,0.1008
24.44,7412,0.0695
24.44,7405,0.0013
24.44,7401,0.0023
24.44,7406,0.0112
24.45,8112,0.1238
24.45,8106,0.0019
24.45,8113,0.0194
24.45,7501,0.0006
24.45,8111,0.0046
24.45,8110,0.0005
24.45,8107,0.0014
24.45,7507,0.0608
24.45,8103,0.0073
24.45,8105,0.0526
24.45,8104,0.0095
24.45,7502,0.0569
24.45,8109,0.1079
24.45,7505,0.254
24.45,8101,0.0317
24.45,7506,0.0428
24.45,7504,0.0145
24.45,8102,0.0032
24.45,8108,0.2065
24.46,2844,1
24.52,7307,1
31.02,9401,0.5147
31.02,9403,0.4853
31.01,9401,0.5147
31.01,9403,0.4853
32.50,8419,0.1237
32.50,9025,0.0141
32.50,9021,0.2398
32.50,3006,0.0533
32.50,8421,0.2282
32.50,9402,0.0091
32.50,6307,0.0225
32.50,9018,0.2894
32.50,9019,0.02
32.50,9001,0.4058
32.50,9004,0.3855
32.50,9003,0.2087
32.91,9603,1
32.99,9612,0.0748
32.99,9613,0.1212
32.99,3606,0.0016
32.99,6704,0.0033
32.99,6702,0.0033
32.99,9610,0.0039
32.99,4203,0.2433
32.99,3406,0.0252
32.99,9616,0.0734
32.99,9602,0.0126
32.99,9607,0.012
32.99,9617,0.0035
32.99,4905,0.0032
32.99,9608,0.1617
32.99,6603,0.0004
32.99,9609,0.0236
32.99,9020,0.0386
32.99,9614,0.0008
32.99,9604,0.0004
32.99,9618,0.0111
32.99,9611,0.0011
32.99,4206,0.0015
32.99,4421,0.0346
32.99,6703,0.0003
32.99,6602,0.002
32.99,9023,0.031
32.99,9601,0.0004
32.99,6506,0.0795
32.99,9606,0.0108
32.99,6601,0.0087
32.99,9505,0.0123
31.03,9404,1
31.09,9401,1
31.09,9403,0.4853
31.09,9401,0.5147
32.11,7118,1
32.12,7105,0.0006
32.12,7103,0.0409
32.12,7115,0.0173
32.12,7116,0.0053
32.12,7104,0.0028
32.12,7102,0.0595
32.12,7101,0.0009
32.12,7114,0.0059
32.12,7113,0.8213
32.12,9113,0.0456
32.13,9113,0.412
32.13,7117,0.588
32.20,9201,0.0446
32.20,9206,0.032
32.20,9202,0.0761
32.20,9205,0.4476
32.20,9207,0.1338
32.20,9208,0.0097
32.20,9209,0.2562
32.30,9506,0.1987
32.30,4203,0.1503
32.30,6403,0.4839
32.30,6402,0.1498
32.30,9507,0.0174
25.71,8212,0.342
25.71,8213,0.0636
25.71,9307,0.0282
25.71,8215,0.2269
25.71,8211,0.2696
25.71,8214,0.0696
11.03,2206,1
11.04,2205,1
11.05,2303,0.1872
11.05,2202,0.5476
11.05,2203,0.2652
11.06,1107,1
11.07,2201,1
11.07,2202,1
10.71,1905,1
12.00,2401,0.4281
12.00,2403,0.5006
12.00,2402,0.0713
10.11,1502,0.032
10.11,1501,0.0294
10.11,5101,0.0061
10.11,4103,0.007
10.11,202,0.0288
10.11,510,0.0029
10.11,4101,0.0039
10.11,4102,0.0076
10.11,206,0.0829
10.11,209,0.0063
10.11,203,0.3017
10.11,204,0.0283
10.11,502,0.0001
10.11,205,0.0086
10.11,511,0.0279
10.11,507,0.0001
10.11,506,0.0043
10.11,504,0.0393
10.11,208,0.0207
10.11,201,0.362
10.12,6701,0.0033
10.12,1501,0.073
10.12,505,0.0584
10.12,207,0.8497
10.12,209,0.0157
10.13,2301,0.1484
10.13,210,0.0781
10.13,1601,0.2217
10.13,1602,0.5519
10.13,1602,0.648
10.13,1601,0.2603
10.13,210,0.0917
10.20,303,0.1163
10.20,1604,0.1092
10.20,1605,0.0803
10.20,511,0.0411
10.20,302,0.1811
10.20,308,0
10.20,2301,0.0794
10.20,307,0.1442
10.20,306,0.0813
10.20,305,0.047
10.20,304,0.1201
10.31,2005,0.3731
10.31,712,0.0566
10.31,1105,0.0065
10.31,710,0.2165
10.31,2004,0.3474
10.32,2009,1
10.39,712,0.0528
10.39,2005,0.3482
10.39,710,0.2021
10.39,2001,0.0087
10.39,711,0.0027
10.39,2002,0.0281
10.39,2003,0.0235
10.39,2004,0.3242
10.39,2308,0.0096
10.39,813,0.0674
10.39,804,0.1027
10.39,803,0.1068
10.39,806,0.0262
10.39,814,0.0013
10.39,2008,0.2436
10.39,2007,0.2755
10.39,801,0.0096
10.39,802,0.1246
10.39,812,0.0011
10.39,811,0.0316
10.39,1202,0.0004
10.39,2308,0.0093
10.41,1508,0.0083
10.41,2306,0.0886
10.41,1506,0.0329
10.41,1515,0.1431
10.41,1514,0.1683
10.41,1513,0.0114
10.41,1503,0.0025
10.41,1512,0.3493
10.41,1510,0.0017
10.41,1511,0.0063
10.41,1509,0.0499
10.41,1507,0.04
10.41,1504,0.0479
10.41,1404,0.0082
10.41,1208,0.0015
10.41,2305,0.0001
10.41,2304,0.0402
10.41,1514,0.1965
10.41,1511,0.0073
10.41,1507,0.0467
10.41,1508,0.0097
10.41,1522,0.0071
10.41,1510,0.002
10.41,1512,0.4079
10.41,1513,0.0133
10.41,1515,0.1671
10.41,1521,0.0099
10.41,1509,0.0582
10.41,1516,0.0744
10.42,1517,1
10.51,401,0.5577
10.51,403,0.4423
10.51,405,1
10.51,406,1
10.51,402,0.3845
10.51,404,0.2483
10.51,3501,0.0997
10.51,1702,0.2675
10.52,2105,1
10.61,1101,0.0439
10.61,1106,0.0076
10.61,1901,0.9074
10.61,1102,0.0128
10.61,2302,0.0283
10.61,1103,0.1085
10.61,1904,0.7016
10.61,1106,0.0295
10.61,1006,0.0946
10.61,1104,0.0659
10.62,1109,0.1542
10.62,1108,0.1222
10.62,3505,0.2057
10.62,1515,0.0887
10.62,1702,0.2822
10.62,1903,0.0021
10.62,2303,0.1449
10.71,1905,1
10.71,1905,1
10.71,1905,1
10.72,1905,1
10.73,1902,1
10.81,1701,0.6235
10.81,1702,0.2464
10.81,1703,0.0037
10.81,2303,0.1265
10.82,1802,0.0003
10.82,2006,0.0046
10.82,1805,0.0562
10.82,1704,0.0994
10.82,1804,0.1893
10.82,1806,0.5935
10.82,1803,0.0567
10.83,902,0.043
10.83,2101,0.1594
10.83,901,0.7976
10.84,2103,0.5008
10.84,910,0.0717
10.84,909,0.0104
10.84,2501,0.124
10.84,905,0.1409
10.84,906,0.0141
10.84,904,0.0786
10.84,2209,0.0492
10.84,908,0.0068
10.84,907,0.0036
10.85,2106,0.883
10.85,1902,0.117
10.86,1602,0.1593
10.86,2007,0.1111
10.86,2005,0.1359
10.86,2104,0.0432
10.86,1901,0.5506
10.89,1702,0.102
10.89,1302,0.0555
10.89,407,0.0327
10.89,3502,0.0133
10.89,408,0.0178
10.89,1901,0.3731
10.89,1603,0.0047
10.89,2106,0.3259
10.89,2102,0.0457
10.89,2104,0.0292
10.91,1214,0.0443
10.91,2309,0.9557
10.92,2309,1
11.01,2208,1
11.02,2204,1
11.02,2204,0.9997
11.02,2307,0.0003
19.20,2710,0.7536
19.20,2713,0.0242
19.20,2701,0.0017
19.20,2712,0.0058
19.20,2711,0.2146
19.20,2702,0
19.10,2704,0.2311
19.10,2706,0.7609
19.10,2708,0.0079
28.99,8419,0.2122
28.99,8440,0.0018
28.99,9031,0.1758
28.99,8442,0.0055
28.99,8401,0.038
28.99,8805,0.0044
28.99,8443,0.1284
28.99,8466,0.0755
28.99,8474,0.0639
28.99,8475,0.0124
28.99,8479,0.2754
28.99,8486,0
28.99,9508,0.0067
26.52,9101,0.4388
26.52,9102,0.3901
26.52,9103,0.0041
26.52,9105,0.0124
26.52,9106,0.0251
26.52,9108,0.0167
26.52,9109,0.0002
26.52,9110,0.0012
26.52,9111,0.0253
26.52,9112,0.0004
26.52,9114,0.0592
26.52,9104,0.012
26.52,9107,0.0144
26.20,8523,0.1563
26.20,8473,0.3003
26.20,8443,0.1229
26.20,8471,0.3135
26.20,8528,0.107
26.30,8531,0.0767
26.30,8525,0.738
26.30,8519,0.0035
26.30,8517,0.074
26.30,8529,0.1078
26.40,8522,0.006
26.40,8517,0.059
26.40,8519,0.0028
26.40,8521,0.0438
26.40,8528,0.0943
26.40,8529,0.086
26.40,8518,0.0726
26.40,8527,0.0136
26.40,9504,0.0336
26.40,8525,0.5882
26.51,8526,0.5651
26.51,9014,0.4349
35.21,2705,1
35.11,2716,1
37.00,3825,1
38.11,8109,0.0194
38.11,8112,0.0223
38.11,2619,0.0046
38.11,4401,0.0213
38.11,8908,0.0055
38.11,3915,0.0256
38.11,7802,0.0098
38.11,8002,0.0007
38.11,5505,0.0012
38.11,4012,0.0256
38.11,4004,0.0015
38.11,7902,0.0205
38.11,5003,0
38.11,7602,0.0907
38.11,7503,0.0059
38.11,7404,0.1592
38.11,5202,0.0023
38.11,7001,0.0024
38.11,7112,0.0571
38.11,8101,0.0057
38.11,5103,0.0002
38.11,4115,0
38.11,8102,0.0006
38.11,8103,0.0013
38.11,2618,0.0042
38.11,8104,0.0017
38.11,8105,0.0095
38.11,8107,0.0003
38.11,7204,0.3604
38.11,3825,0
38.11,8108,0.0372
38.11,4707,0.0565
38.11,2620,0.047
38.32,8110,0.0038
38.32,8112,0.9962
38.21,2621,1
38.21,3825,0
38.12,3006,0.0489
38.12,8548,0.0081
38.12,3825,0
38.12,2710,0.88
38.12,2844,0.063
59.20,8523,0.9983
59.20,4904,0.0017
59.11,3706,0.0005
59.11,8523,0.9995
59.11,3706,0.0005
59.11,8523,0.9995
58.11,4903,0.0053
58.11,4905,0.0111
58.11,4901,0.9836
58.13,4902,1
58.14,4902,1
58.19,4908,0.0301
58.19,4911,0.8263
58.19,4907,0.1026
58.19,4909,0.0329
58.19,4910,0.0081
58.29,8523,1
59.11,8523,0.9995
59.11,3706,0.0005
71.11,4906,1
74.20,3704,0.0421
74.20,3705,0.9579
90.03,9703,0.1837
90.03,9702,0.0197
90.03,9701,0.7966
91.02,9704,0.0087
91.02,9706,0.6526
91.02,9705,0.3387
96.02,501,1
